selected,Date,Type,No.,Payee,Category,Total,Approval Status,Action
,05/11/2024,Expense,,Browns Valley Cleaners-EC,Laundry,20,,
,05/10/2024,Expense,,Browns Valley Cleaners-EC,Laundry,20,,
,05/04/2024,Expense,,Browns Valley Cleaners-EC,Laundry,35,,
,05/03/2024,Expense,,Browns Valley Cleaners-EC,Laundry,22.5,,
,04/27/2024,Expense,,Browns Valley Cleaners-EC,Laundry,45,,
,04/26/2024,Expense,,Browns Valley Cleaners-EC,Laundry,42.5,,
,04/10/2025,Expense,,Intuit Loan (Nov 2024),--Split--,6691.95,,
,03/10/2025,Expense,,Intuit Loan (Nov 2024),--Split--,6691.95,,
,02/10/2025,Expense,,Intuit Loan (Nov 2024),--Split--,6691.95,,
,01/08/2025,Expense,,Intuit Loan (Nov 2024),--Split--,6691.95,,
,12/10/2024,Expense,,Intuit Loan (Nov 2024),--Split--,6691.95,,
,04/18/2025,Expense,,,Interest Expense,624.36,,
,03/19/2025,Expense,,,Interest Expense,630.25,,
,03/08/2025,Expense,,,Interest Expense,220.38,,
,02/08/2025,Expense,,,Interest Expense,790.39,,
,01/08/2025,Expense,,,Interest Expense,210.79,,
,12/08/2024,Expense,,,Interest Expense,642.34,,
,03/31/2025,Expense,,EverJune Intercompany,Intercompany - EverJune,20000,,
,03/27/2025,Credit Card Credit,,EverJune Intercompany,Intercompany - EverJune,-20000,,
,03/19/2025,Credit Card Credit,,EverJune Intercompany,Intercompany - EverJune,-10000,,
,03/17/2025,Expense,,Wells Fargo Line of Credit,Intercompany - EverJune,911,,
,02/25/2025,Credit Card Credit,,EverJune Intercompany,Intercompany - EverJune,-24004.62,,
,02/03/2025,Expense,,EverJune Intercompany,Intercompany - EverJune,5000,,
,01/03/2025,Check,1006,,Intercompany - EverJune,7700,,
,12/14/2024,Expense,,,Intercompany - EverJune,7297.72,,
,12/03/2024,Expense,,EverJune Intercompany,Intercompany - EverJune,10,,
,12/02/2024,Expense,,EverJune Intercompany,Intercompany - EverJune,2168.42,,
,11/25/2024,Expense,,EverJune Intercompany,Intercompany - EverJune,5000,,
,11/17/2024,Expense,,,Intercompany - EverJune,7596.47,,
,11/08/2024,Expense,,EverJune Intercompany,Intercompany - EverJune,10,,
,10/15/2024,Expense,,EverJune Intercompany,Intercompany - EverJune,794,,
,09/13/2024,Expense,,,Intercompany - EverJune,500,,
,09/12/2024,Expense,,,Intercompany - EverJune,216200,,
,08/26/2024,Expense,,,Intercompany - EverJune,2500,,
,08/23/2024,Expense,,,Intercompany - EverJune,25000,,
,08/22/2024,Expense,,,Intercompany - EverJune,25000,,
,07/22/2024,Expense,,,Intercompany - EverJune,5000,,
,07/19/2024,Expense,,,Intercompany - EverJune,25000,,
,09/18/2024,Expense,,The Hartford,Insurance,8391,,
,09/06/2024,Expense,,Travelers Insurance,Insurance,2294,,
,09/05/2024,Expense,,Travelers Insurance,Insurance,223,,
,05/30/2024,Expense,,Hydrafacial LLC,--Split--,2592.66,,
,04/30/2024,Expense,,Hydrafacial LLC,--Split--,2592.61,,
,12/26/2024,Expense,,,Furniture & Fixtures,1658.46,,
,12/20/2024,Expense,,Wayfair,Furniture & Fixtures,385.72,,
,11/16/2024,Expense,,World Market,--Split--,359.33,,
,11/15/2024,Expense,,HomeGoods,--Split--,778.29,,
,11/09/2024,Expense,,,Furniture & Fixtures,5056,,
,11/09/2024,Expense,,,Furniture & Fixtures,2720.47,,
,11/08/2024,Expense,,,Furniture & Fixtures,14000,,
,11/05/2024,Expense,,Wayfair,Furniture & Fixtures,2585.59,,
,03/12/2025,Expense,,Dext Capital LLC,Equipment,196.29,,
,02/12/2025,Expense,,Dext Capital LLC,Equipment,196.29,,
,01/16/2025,Expense,,Dext Capital LLC,Equipment,196.29,,
,01/10/2025,Expense,,,Equipment,99,,
,01/09/2025,Expense,,,--Split--,2205,,
,12/12/2024,Expense,,Dext Capital LLC,Equipment,99,,
,12/10/2024,Expense,,,Equipment,99,,
,11/17/2024,Expense,,,Equipment,10636.95,,
,11/12/2024,Expense,,Dext Capital LLC,Equipment,99,,
,11/11/2024,Credit Card Credit,,,Equipment,-5493.21,,
,11/11/2024,Expense,,Easyplant,--Split--,427.93,,
,11/05/2024,Expense,,,Equipment,690.92,,
,11/02/2024,Expense,,Spa And Salon Equipment,Equipment,5493.21,,
,09/25/2024,Expense,,Pawne Fund III (Tandem Finance),Equipment,1214.94,,
,02/05/2025,Expense,,,Entertainment,104.4,,
,12/13/2024,Expense,,,Entertainment,14.14,,
,12/13/2024,Expense,,,Entertainment,1.66,,
,12/13/2024,Expense,,,Entertainment,15.26,,
,12/13/2024,Expense,,,Entertainment,47.85,,
,12/13/2024,Expense,,,Entertainment,42.41,,
,12/12/2024,Expense,,,Entertainment,3.15,,
,12/12/2024,Expense,,,Entertainment,1.58,,
,12/12/2024,Expense,,,Entertainment,2.1,,
,12/12/2024,Expense,,,Entertainment,1.66,,
,12/12/2024,Expense,,,Entertainment,4.38,,
,12/12/2024,Expense,,,Entertainment,1.93,,
,12/12/2024,Expense,,,Entertainment,1.66,,
,11/13/2024,Expense,,Anna Johnson,Entertainment,4000,,
,10/17/2024,Expense,,Gusto,--Split--,100,,
,04/13/2025,Expense,,Netflix,--Split--,24.99,,
,04/04/2025,Expense,,Apple,--Split--,9.99,,
,04/01/2025,Expense,,Spotify,Dues & Subscriptions,19.99,,
,03/30/2025,Expense,,Ring Protect Pro,Dues & Subscriptions,19.99,,
,03/30/2025,Expense,,Ring Protect Pro,Dues & Subscriptions,19.99,,
,03/24/2025,Expense,,Amazon,--Split--,11.99,,
,03/21/2025,Expense,,ChatGPT,Dues & Subscriptions,20,,
,03/13/2025,Expense,,Netflix,--Split--,22.99,,
,03/05/2025,Expense,,Apple,--Split--,7.38,,
,03/01/2025,Expense,,Spotify,Dues & Subscriptions,19.99,,
,02/28/2025,Expense,,Apple,--Split--,2.99,,
,02/28/2025,Expense,,Ring Protect Pro,Dues & Subscriptions,19.99,,
,02/24/2025,Expense,,Amazon,--Split--,10.99,,
,02/21/2025,Expense,,ChatGPT,Dues & Subscriptions,20,,
,02/13/2025,Expense,,Netflix,--Split--,22.99,,
,02/01/2025,Expense,,Spotify,Dues & Subscriptions,19.99,,
,01/31/2025,Expense,,Apple,--Split--,2.99,,
,01/30/2025,Expense,,Ring Protect Pro,Dues & Subscriptions,19.99,,
,01/24/2025,Expense,,Amazon,--Split--,10.99,,
,01/21/2025,Expense,,ChatGPT,Dues & Subscriptions,20,,
,01/14/2025,Expense,,Netflix,--Split--,22.99,,
,01/01/2025,Expense,,Spotify,Dues & Subscriptions,19.99,,
,01/01/2025,Expense,,Apple,--Split--,2.99,,
,12/31/2024,Expense,,,Dues & Subscriptions,95,,
,12/30/2024,Expense,,Ring Protect Pro,Dues & Subscriptions,19.99,,
,12/24/2024,Expense,,Amazon,--Split--,10.99,,
,12/21/2024,Expense,,ChatGPT,Dues & Subscriptions,20,,
,12/07/2024,Expense,,DoorDash,--Split--,4.99,,
,12/02/2024,Expense,,Apple,--Split--,2.99,,
,12/01/2024,Expense,,Spotify,Dues & Subscriptions,19.99,,
,11/30/2024,Expense,,Ring Protect Pro,Dues & Subscriptions,19.99,,
,11/24/2024,Expense,,Amazon Music,--Split--,10.99,,
,11/21/2024,Expense,,ChatGPT,Dues & Subscriptions,20,,
,11/02/2024,Expense,,Spa and Equipment,Dues & Subscriptions,99,,
,11/01/2024,Expense,,Spotify,Dues & Subscriptions,19.99,,
,10/31/2024,Expense,,Apple,--Split--,2.99,,
,10/30/2024,Expense,,Ring Protect Pro,Dues & Subscriptions,20,,
,10/24/2024,Expense,,Amazon Music,--Split--,10.99,,
,10/21/2024,Expense,,ChatGPT,Dues & Subscriptions,20,,
,10/01/2024,Expense,,Spotify,Dues & Subscriptions,19.99,,
,09/30/2024,Expense,,Ring Protect Pro,Dues & Subscriptions,20,,
,09/30/2024,Expense,,Apple,--Split--,2.99,,
,09/24/2024,Expense,,Amazon Music,--Split--,10.99,,
,09/21/2024,Expense,,ChatGPT,Dues & Subscriptions,20,,
,09/02/2024,Expense,,Board of Barber and Cosmotology,--Split--,50,,
,09/01/2024,Expense,,Spotify,Dues & Subscriptions,19.99,,
,08/31/2024,Expense,,Apple,--Split--,2.99,,
,08/30/2024,Expense,,Ring Protect Pro,Dues & Subscriptions,20,,
,08/21/2024,Expense,,ChatGPT,Dues & Subscriptions,20,,
,08/01/2024,Expense,,Spotify,Dues & Subscriptions,19.99,,
,07/31/2024,Expense,,,Dues & Subscriptions,95,,
,07/31/2024,Expense,,Apple,--Split--,2.99,,
,07/30/2024,Expense,,Ring Protect Pro,Dues & Subscriptions,20,,
,07/24/2024,Expense,,Amazon Music,--Split--,10.99,,
,07/21/2024,Expense,,ChatGPT,Dues & Subscriptions,20,,
,07/07/2024,Expense,,Ring Protect Pro,Dues & Subscriptions,20,,
,07/01/2024,Expense,,Spotify,Dues & Subscriptions,16.99,,
,06/21/2024,Expense,,ChatGPT,Dues & Subscriptions,20,,
,06/15/2024,Expense,,,Dues & Subscriptions,550,,
,06/13/2024,Expense,,Spotify,Dues & Subscriptions,16.09,,
,06/01/2024,Expense,,Spotify,Dues & Subscriptions,16.99,,
,05/31/2024,Expense,,Apple,--Split--,2.99,,
,05/21/2024,Expense,,ChatGPT,Dues & Subscriptions,20,,
,05/17/2024,Expense,,Amazon,Dues & Subscriptions,10.99,,
,05/07/2024,Expense,,Spotify,Dues & Subscriptions,10.99,,
,04/30/2024,Expense,,Apple,--Split--,2.99,,
,04/23/2024,Expense,,Board of Barber and Cosmotology,Dues & Subscriptions,50,,
,10/18/2024,Expense,,,Donations,1600,,
,04/03/2025,Expense,,BayArea Compliance,--Split--,224,,
,03/03/2025,Expense,,BayArea Compliance,--Split--,224,,
,04/18/2025,Expense,,McKesson Medical-Surgical Inc.,Supplies & Materials - COS,3162.95,,
,04/18/2025,Expense,,Empower Pharmacy,Supplies & Materials - COS,1961.82,,
,04/18/2025,Expense,,Strive Pharmacy,Supplies & Materials - COS,60,,
,04/17/2025,Expense,,McKesson Medical-Surgical Inc.,Supplies & Materials - COS,179.64,,
,04/16/2025,Expense,,Empower Pharmacy,Supplies & Materials - COS,3291,,
,04/15/2025,Expense,,Rohrer Aesthetics,Supplies & Materials - COS,2090.12,,
,04/15/2025,Expense,,Empower Pharmacy,Supplies & Materials - COS,77.89,,
,04/15/2025,Expense,,McKesson Medical-Surgical Inc.,Supplies & Materials - COS,1345.25,,
,04/12/2025,Expense,,Allergan,Supplies & Materials - COS,16400,,
,04/12/2025,Expense,,McKesson Medical-Surgical Inc.,Supplies & Materials - COS,13898.57,,
,04/12/2025,Expense,,BambuLab,Supplies & Materials - COS,186.98,,
,04/10/2025,Expense,,SkinCeuticals,Supplies & Materials - COS,3090.22,,
,04/10/2025,Expense,,Strive Pharmacy,Supplies & Materials - COS,41,,
,04/08/2025,Expense,,McKesson Medical-Surgical Inc.,Supplies & Materials - COS,781.54,,
,04/07/2025,Expense,,Strive Pharmacy,Supplies & Materials - COS,195,,
,04/04/2025,Expense,,Boulevard Labs,Supplies & Materials - COS,1810,,
,04/04/2025,Expense,,Strive Pharmacy,Supplies & Materials - COS,30,,
,04/04/2025,Expense,,Empower Pharmacy,Supplies & Materials - COS,110.8,,
,04/03/2025,Expense,,Plymouth Medical,Supplies & Materials - COS,124.09,,
,04/03/2025,Expense,,Strive Pharmacy,Supplies & Materials - COS,95,,
,04/03/2025,Expense,,Aestrecord Aesthetic,Supplies & Materials - COS,64.43,,
,04/01/2025,Expense,,Empower Pharmacy,Supplies & Materials - COS,535.2,,
,04/01/2025,Expense,,Empower Pharmacy,Supplies & Materials - COS,1096.6,,
,04/01/2025,Expense,,Empower Pharmacy,Supplies & Materials - COS,105.81,,
,04/01/2025,Expense,,McKesson Medical-Surgical Inc.,Supplies & Materials - COS,737.44,,
,03/31/2025,Expense,,Empower Pharmacy,Supplies & Materials - COS,58.33,,
,03/31/2025,Expense,,Strive Pharmacy,Supplies & Materials - COS,515,,
,03/28/2025,Expense,,McKesson Medical-Surgical Inc.,Supplies & Materials - COS,12006.36,,
,03/28/2025,Expense,,Rohrer Aesthetics,--Split--,1015.63,,
,03/27/2025,Expense,,SkinCeuticals,Supplies & Materials - COS,246.45,,
,03/27/2025,Expense,,Strive Pharmacy,Supplies & Materials - COS,360,,
,03/26/2025,Expense,,Knipper Health,--Split--,1740,,
,03/25/2025,Expense,,Empower Pharmacy,Supplies & Materials - COS,110.8,,
,03/25/2025,Expense,,Red Rock Pharmacy,Supplies & Materials - COS,369.77,,
,03/25/2025,Expense,,McKesson Medical-Surgical Inc.,Supplies & Materials - COS,777.1,,
,03/24/2025,Expense,,Topix Pharmaceuticals Inc,Supplies & Materials - COS,3726,,
,03/22/2025,Expense,,Allergan,Supplies & Materials - COS,12727,,
,03/20/2025,Expense,,McKesson Medical-Surgical Inc.,Supplies & Materials - COS,24840.61,,
,03/20/2025,Expense,,McKesson Medical-Surgical Inc.,Supplies & Materials - COS,40.82,,
,03/20/2025,Expense,,McKesson Medical-Surgical Inc.,Supplies & Materials - COS,6591.84,,
,03/20/2025,Expense,,McKesson Medical-Surgical Inc.,Supplies & Materials - COS,10767.96,,
,03/19/2025,Expense,,Strive Pharmacy,Supplies & Materials - COS,2795,,
,03/18/2025,Expense,,McKesson Medical-Surgical Inc.,Supplies & Materials - COS,10000,,
,03/18/2025,Expense,,Strive Pharmacy,Supplies & Materials - COS,41,,
,03/18/2025,Expense,,McKesson Medical-Surgical Inc.,Supplies & Materials - COS,1041.16,,
,03/17/2025,Expense,,Strive Pharmacy,Supplies & Materials - COS,3485,,
,03/14/2025,Expense,,Strive Pharmacy,Supplies & Materials - COS,470,,
,03/14/2025,Expense,,Empower Pharmacy,Supplies & Materials - COS,184.13,,
,03/14/2025,Expense,,Hydrafacial LLC,--Split--,5681.85,,
,03/13/2025,Expense,,Allergan,Supplies & Materials - COS,20000,,
,03/13/2025,Expense,,Strive Pharmacy,Supplies & Materials - COS,6140,,
,03/13/2025,Expense,,Allergan,Supplies & Materials - COS,10000,,
,03/12/2025,Expense,,SkinCeuticals,Supplies & Materials - COS,3033,,
,03/11/2025,Expense,,Strive Pharmacy,Supplies & Materials - COS,2000,,
,03/11/2025,Expense,,Strive Pharmacy,Supplies & Materials - COS,515,,
,03/11/2025,Expense,,McKesson Medical-Surgical Inc.,Supplies & Materials - COS,348.32,,
,03/07/2025,Expense,,Strive Pharmacy,Supplies & Materials - COS,3160,,
,03/05/2025,Expense,,Boulevard Labs,Supplies & Materials - COS,202.22,,
,03/04/2025,Expense,,Strive Pharmacy,Supplies & Materials - COS,350,,
,03/04/2025,Expense,,Boulevard Labs,Supplies & Materials - COS,1040,,
,03/04/2025,Expense,,McKesson Medical-Surgical Inc.,Supplies & Materials - COS,372.13,,
,03/03/2025,Expense,,Aestrecord Aesthetic,Supplies & Materials - COS,64.43,,
,03/01/2025,Expense,,BambuLab,Supplies & Materials - COS,150.78,,
,03/01/2025,Expense,,Empower Pharmacy,Supplies & Materials - COS,105.66,,
,02/28/2025,Expense,,Strive Pharmacy,Supplies & Materials - COS,375,,
,02/26/2025,Expense,,Strive Pharmacy,Supplies & Materials - COS,515,,
,02/26/2025,Expense,,Strive Pharmacy,Supplies & Materials - COS,4970,,
,02/26/2025,Expense,,Strive Pharmacy,Supplies & Materials - COS,2990,,
,02/26/2025,Expense,,Strive Pharmacy,Supplies & Materials - COS,4745,,
,02/26/2025,Expense,,Strive Pharmacy,Supplies & Materials - COS,5445,,
,02/25/2025,Expense,,McKesson Medical-Surgical Inc.,Supplies & Materials - COS,417.82,,
,02/24/2025,Expense,,Strive Pharmacy,Supplies & Materials - COS,5195,,
,02/21/2025,Expense,,Strive Pharmacy,Supplies & Materials - COS,200,,
,02/21/2025,Expense,,McKesson Medical-Surgical Inc.,Supplies & Materials - COS,13605.71,,
,02/20/2025,Expense,,Empower Pharmacy,Supplies & Materials - COS,79.34,,
,02/20/2025,Expense,,Empower Pharmacy,Supplies & Materials - COS,79.34,,
,02/20/2025,Expense,,Strive Pharmacy,Supplies & Materials - COS,205,,
,02/19/2025,Expense,,Allergan,Supplies & Materials - COS,21390.92,,
,02/19/2025,Expense,,Topix Pharmaceuticals Inc,Supplies & Materials - COS,72,,
,02/19/2025,Expense,,Strive Pharmacy,Supplies & Materials - COS,365,,
,02/19/2025,Expense,,McKesson Medical-Surgical Inc.,Supplies & Materials - COS,1207.26,,
,02/18/2025,Expense,,Strive Pharmacy,Supplies & Materials - COS,77,,
,02/14/2025,Expense,,Topix Pharmaceuticals Inc,Supplies & Materials - COS,4123.25,,
,02/14/2025,Expense,,Empower Pharmacy,Supplies & Materials - COS,1123.12,,
,02/14/2025,Expense,,Strive Pharmacy,Supplies & Materials - COS,1670,,
,02/13/2025,Expense,,Strive Pharmacy,Supplies & Materials - COS,2945,,
,02/11/2025,Expense,,Rohrer Aesthetics,Supplies & Materials - COS,354.05,,
,02/11/2025,Expense,,Red Rock Pharmacy,Supplies & Materials - COS,369.77,,
,02/11/2025,Expense,,Strive Pharmacy,Supplies & Materials - COS,180,,
,02/11/2025,Expense,,McKesson Medical-Surgical Inc.,Supplies & Materials - COS,386.83,,
,02/10/2025,Expense,,Lumisque,Supplies & Materials - COS,4045,,
,02/10/2025,Expense,,Hydrafacial LLC,--Split--,3010.61,,
,02/10/2025,Expense,,Strive Pharmacy,Supplies & Materials - COS,200,,
,02/10/2025,Expense,,Strive Pharmacy,Supplies & Materials - COS,405,,
,02/09/2025,Credit Card Credit,,Strive Pharmacy,Supplies & Materials - COS,-90,,
,02/06/2025,Expense,,Red Rock Pharmacy,Supplies & Materials - COS,256.47,,
,02/06/2025,Expense,,Strive Pharmacy,Supplies & Materials - COS,2270,,
,02/06/2025,Expense,,Boulevard Labs,Supplies & Materials - COS,48,,
,02/05/2025,Expense,,SKNV,Supplies & Materials - COS,332.8,,
,02/05/2025,Expense,,Empower Pharmacy,Supplies & Materials - COS,535.2,,
,02/05/2025,Expense,,Allergan,Supplies & Materials - COS,16168.11,,
,02/05/2025,Expense,,Strive Pharmacy,Supplies & Materials - COS,2225,,
,02/04/2025,Expense,,McKesson Medical-Surgical Inc.,Supplies & Materials - COS,5488.39,,
,02/04/2025,Expense,,McKesson Medical-Surgical Inc.,Supplies & Materials - COS,459.83,,
,02/04/2025,Expense,,SkinCeuticals,Supplies & Materials - COS,1684.96,,
,02/04/2025,Expense,,Strive Pharmacy,Supplies & Materials - COS,95,,
,02/03/2025,Expense,,Boulevard Labs,Supplies & Materials - COS,1040,,
,02/03/2025,Expense,,Aestrecord Aesthetic,Supplies & Materials - COS,64.43,,
,01/31/2025,Expense,,Rohrer Aesthetics,--Split--,2552.8,,
,01/31/2025,Expense,,Strive Pharmacy,Supplies & Materials - COS,660,,
,01/31/2025,Expense,,Empower Pharmacy,Supplies & Materials - COS,238.02,,
,01/31/2025,Expense,,Empower Pharmacy,Supplies & Materials - COS,317.36,,
,01/30/2025,Expense,,Strive Pharmacy,Supplies & Materials - COS,4565,,
,01/28/2025,Expense,,Strive Pharmacy,Supplies & Materials - COS,515,,
,01/28/2025,Expense,,McKesson Medical-Surgical Inc.,Supplies & Materials - COS,435.15,,
,01/24/2025,Expense,,Hydrafacial LLC,--Split--,1873.1,,
,01/24/2025,Expense,,Strive Pharmacy,Supplies & Materials - COS,2350,,
,01/24/2025,Expense,,Strive Pharmacy,Supplies & Materials - COS,240,,
,01/22/2025,Expense,,McKesson Medical-Surgical Inc.,Supplies & Materials - COS,11398.74,,
,01/22/2025,Expense,,Strive Pharmacy,Supplies & Materials - COS,185,,
,01/22/2025,Expense,,McKesson Medical-Surgical Inc.,Supplies & Materials - COS,509.8,,
,01/22/2025,Expense,,Tailor Made Compounding,Supplies & Materials - COS,41.2,,
,01/21/2025,Expense,,Tailor Made Compounding,Supplies & Materials - COS,66.2,,
,01/17/2025,Expense,,Strive Pharmacy,Supplies & Materials - COS,1835,,
,01/17/2025,Expense,,Strive Pharmacy,Supplies & Materials - COS,3170,,
,01/17/2025,Expense,,Strive Pharmacy,Supplies & Materials - COS,3800,,
,01/16/2025,Expense,,Strive Pharmacy,Supplies & Materials - COS,670,,
,01/16/2025,Expense,,Empower Pharmacy,Supplies & Materials - COS,823.35,,
,01/15/2025,Credit Card Credit,,Strive Pharmacy,Supplies & Materials - COS,-150,,
,01/15/2025,Expense,,Strive Pharmacy,Supplies & Materials - COS,4340,,
,01/14/2025,Expense,,McKesson Medical-Surgical Inc.,Supplies & Materials - COS,1128.33,,
,01/13/2025,Expense,,Topix Pharmaceuticals Inc,Supplies & Materials - COS,768,,
,01/13/2025,Expense,,SkinCeuticals,Supplies & Materials - COS,1441.13,,
,01/13/2025,Expense,,Strive Pharmacy,Supplies & Materials - COS,190,,
,01/13/2025,Expense,,Strive Pharmacy,Supplies & Materials - COS,4475,,
,01/09/2025,Expense,,Allergan,Supplies & Materials - COS,17056,,
,01/09/2025,Expense,,Tailor Made Compounding,Supplies & Materials - COS,48.95,,
,01/08/2025,Expense,,Hydrafacial LLC,--Split--,2065.52,,
,01/08/2025,Expense,,Boulevard Labs,Supplies & Materials - COS,36,,
,01/08/2025,Expense,,Strive Pharmacy,Supplies & Materials - COS,155,,
,01/08/2025,Expense,,Strive Pharmacy,Supplies & Materials - COS,2290,,
,01/08/2025,Expense,,Strive Pharmacy,Supplies & Materials - COS,845,,
,01/07/2025,Expense,,McKesson Medical-Surgical Inc.,Supplies & Materials - COS,586.28,,
,01/06/2025,Expense,,Strive Pharmacy,Supplies & Materials - COS,215,,
,01/03/2025,Expense,,CVS Pharmacy,--Split--,116.62,,
,01/03/2025,Expense,,Strive Pharmacy,Supplies & Materials - COS,200,,
,01/03/2025,Expense,,Aestrecord Aesthetic,Supplies & Materials - COS,64.43,,
,01/02/2025,Expense,,Tailor Made Compounding,Supplies & Materials - COS,249.5,,
,01/02/2025,Expense,,Boulevard Labs,Supplies & Materials - COS,1040,,
,01/02/2025,Expense,,Empower Pharmacy,Supplies & Materials - COS,117.68,,
,12/29/2024,Expense,,Allergan,Supplies & Materials - COS,6560,,
,12/28/2024,Expense,,McKesson Medical-Surgical Inc.,Supplies & Materials - COS,19915.5,,
,12/27/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,40,,
,12/26/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,2335,,
,12/26/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,165,,
,12/24/2024,Expense,,McKesson Medical-Surgical Inc.,Supplies & Materials - COS,1316.14,,
,12/24/2024,Expense,,Empower Pharmacy,Supplies & Materials - COS,116.14,,
,12/20/2024,Expense,,CVS Pharmacy,--Split--,7.13,,
,12/19/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,200,,
,12/19/2024,Expense,,Empower Pharmacy,Supplies & Materials - COS,993.03,,
,12/18/2024,Expense,,,Supplies & Materials - COS,2300,,
,12/18/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,6855,,
,12/18/2024,Expense,,Esthemax,--Split--,247.5,,
,12/17/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,285,,
,12/17/2024,Expense,,McKesson Medical-Surgical Inc.,Supplies & Materials - COS,537.2,,
,12/13/2024,Expense,,Hydrafacial LLC,--Split--,84.2,,
,12/13/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,680,,
,12/13/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,165,,
,12/11/2024,Expense,,BambuLab,Supplies & Materials - COS,162.09,,
,12/11/2024,Expense,,CVS Pharmacy,--Split--,11.67,,
,12/11/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,5960,,
,12/11/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,2000,,
,12/11/2024,Expense,,Dr Tim Pearce,Supplies & Materials - COS,98.32,,
,12/11/2024,Expense,,Dr Tim Pearce,Supplies & Materials - COS,634.62,,
,12/10/2024,Expense,,McKesson Medical-Surgical Inc.,Supplies & Materials - COS,3109.8,,
,12/09/2024,Expense,,Hydrafacial LLC,Supplies & Materials - COS,399.93,,
,12/08/2024,Expense,,PromaMedical GmbH,Supplies & Materials - COS,1528,,
,12/08/2024,Expense,,SkinCeuticals,Supplies & Materials - COS,358.48,,
,12/07/2024,Expense,,,Supplies & Materials - COS,116.09,,
,12/07/2024,Expense,,SkinCeuticals,Supplies & Materials - COS,3374.07,,
,12/05/2024,Expense,,Boulevard Labs,Supplies & Materials - COS,36,,
,12/04/2024,Expense,,Plymouth Medical,Supplies & Materials - COS,78.83,,
,12/04/2024,Expense,,Tailor Made Compounding,Supplies & Materials - COS,259.73,,
,12/03/2024,Expense,,McKesson Medical-Surgical Inc.,Supplies & Materials - COS,485.01,,
,12/03/2024,Expense,,Topix Pharmaceuticals Inc,Supplies & Materials - COS,5529.6,,
,12/03/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,150,,
,12/03/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,195,,
,12/03/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,2925,,
,12/03/2024,Expense,,Aestrecord Aesthetic,Supplies & Materials - COS,64.43,,
,12/02/2024,Expense,,Boulevard Labs,Supplies & Materials - COS,1040,,
,11/30/2024,Expense,,Hydrafacial LLC,Supplies & Materials - COS,3105.2,,
,11/28/2024,Expense,,Empower Pharmacy,Supplies & Materials - COS,1826.26,,
,11/27/2024,Expense,,Allergan,Supplies & Materials - COS,13120,,
,11/26/2024,Expense,,McKesson Medical-Surgical Inc.,Supplies & Materials - COS,2851.69,,
,11/26/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,190,,
,11/26/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,2200,,
,11/21/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,80,,
,11/21/2024,Expense,,Red Rock Pharmacy,Supplies & Materials - COS,256.47,,
,11/20/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,2505,,
,11/20/2024,Expense,,Rohrer Aesthetics,Supplies & Materials - COS,9179.81,,
,11/19/2024,Expense,,,Supplies & Materials - COS,541.33,,
,11/19/2024,Expense,,McKesson Medical-Surgical Inc.,Supplies & Materials - COS,1003.1,,
,11/18/2024,Expense,,BambuLab,Supplies & Materials - COS,1068.96,,
,11/15/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,205,,
,11/15/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,305,,
,11/14/2024,Expense,,Costco,--Split--,317.76,,
,11/14/2024,Expense,,Allergan,Supplies & Materials - COS,5273.6,,
,11/14/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,100,,
,11/14/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,125,,
,11/13/2024,Expense,,Boulevard Labs,Supplies & Materials - COS,90,,
,11/13/2024,Expense,,McKesson Medical-Surgical Inc.,Supplies & Materials - COS,310.21,,
,11/13/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,95,,
,11/12/2024,Expense,,Boulevard Labs,Supplies & Materials - COS,950,,
,11/12/2024,Expense,,Boulevard Labs,Supplies & Materials - COS,84,,
,11/12/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,195,,
,11/12/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,3825,,
,11/06/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,113,,
,11/06/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,670,,
,11/05/2024,Expense,,McKesson Medical-Surgical Inc.,Supplies & Materials - COS,242.7,,
,11/05/2024,Expense,,Boulevard Labs,Supplies & Materials - COS,336.26,,
,11/05/2024,Credit Card Credit,,Topix Pharmaceuticals Inc,Supplies & Materials - COS,-13.75,,
